,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
0,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,54.78437322207472,312974.0,1984.0,11.699925539836187
1,African American,Married,Unknown or not provided,Female,Single Family Residence,50.0,527142.0,1964.0,23.0
2,Western European,Married,Unknown or not provided,Female,Condominium,81.0,115874.0,1981.0,2.0
3,Mediterranean,Married,Husband and wife,Male,Single Family Residence,74.0,456921.0,1990.0,5.0
4,Mediterranean,Married,Husband and wife,Male,Single Family Residence,74.0,456921.0,1990.0,5.0
5,Mediterranean,Married,Husband and wife,Male,Single Family Residence,74.0,456921.0,1990.0,5.0
6,Western European,Married,Trustee,Female,Condominium,67.0,308473.0,1982.0,11.699925539836187
7,Hispanic,Married,Unknown or not provided,Female,Single Family Residence,76.0,661136.0,1955.0,23.0
8,Western European,Married,Husband and wife,Female,Single Family Residence,61.0,351279.0,1957.0,3.0
9,Western European,Married,Tenant By Entirety,Female,Single Family Residence,54.0,530191.0,2002.0,13.0
10,Unknown,Unknown,Single Woman,Unknown,Single Family Residence,54.78437322207472,322835.0,1925.0,23.0
11,Scandinavian,Married,Husband and wife,Female,Single Family Residence,46.0,384284.0,2003.0,13.0
12,Western European,Married,Husband and wife,Female,Single Family Residence,50.0,713663.0,2002.0,7.0
13,Other,Unknown,Trustee,Female,Condominium,58.0,273209.0,1982.0,11.699925539836187
14,Other,Unknown,Trustee,Female,Condominium,58.0,273209.0,1982.0,11.699925539836187
15,Western European,Married,Unknown or not provided,Female,Single Family Residence,72.0,1179072.0,1999.0,16.0
16,Western European,Married,Husband and wife,Female,Single Family Residence,55.0,907385.0,1992.0,24.0
17,Hispanic,Unknown,Husband and wife,Female,Single Family Residence,54.78437322207472,1059958.0,1998.0,11.0
18,Hispanic,Single,Husband and wife,Female,Single Family Residence,54.0,171520.0,1926.0,24.0
19,Western European,Married,Unknown or not provided,Female,Single Family Residence,72.0,1179072.0,1999.0,16.0
20,Western European,Married,Unknown or not provided,Female,Condominium,60.0,324943.0,1997.0,19.0
21,Western European,Married,Husband and wife,Male,Single Family Residence,59.0,366293.0,2005.0,10.0
22,Western European,Married,Husband and wife,Male,Single Family Residence,59.0,637419.0,1978.0,23.0
23,Western European,Married,Trustee,Female,Single Family Residence,85.0,394585.0,1973.0,23.0
24,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,41.0,329588.0,1958.0,15.0
25,Western European,Married,Estate,Male,Single Family Residence,56.0,528215.0,2003.0,12.0
26,Western European,Married,Estate,Male,Single Family Residence,56.0,528215.0,2003.0,12.0
27,Western European,Single,Husband and wife,Female,Condominium,92.0,295334.0,1998.0,11.699925539836187
28,Western European,Single,Husband and wife,Male,Single Family Residence,61.0,728467.0,2006.0,9.0
29,Western European,Married,Trustee,Male,Condominium,38.0,173240.0,2005.0,10.0
30,Western European,Married,Trustee,Male,Condominium,38.0,173240.0,2005.0,10.0
31,Western European,Married,Unknown or not provided,Female,Condominium,48.0,216056.0,2012.0,4.0
32,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,631028.0,1987.0,3.0
33,Western European,Married,Husband and wife,Male,Single Family Residence,40.0,326742.0,2003.0,12.0
34,Unknown,Unknown,Husband and wife,Unknown,Single Family Residence,54.78437322207472,186182.0,1979.0,11.699925539836187
35,Hispanic,Single,Life Estate,Female,Single Family Residence,75.0,90887.0,1960.0,7.0
36,Hispanic,Single,Life Estate,Female,Single Family Residence,75.0,90887.0,1960.0,7.0
37,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,162661.0,1964.0,10.0
38,Western European,Married,Husband and wife,Male,Single Family Residence,67.0,356503.0,1984.0,3.0
39,Western European,Single,Joint Tenant/Joint Tenant with right of Survivorship,Male,Condominium,61.0,95989.0,1982.0,4.0
40,Western European,Single,Unknown or not provided,Female,Single Family Residence,51.0,110581.0,1972.0,7.0
41,Western European,Single,Unmarried Man,Female,Single Family Residence,62.0,169189.0,1983.0,7.0
42,Western European,Married,Husband and wife,Male,Single Family Residence,56.0,617808.0,2001.0,14.0
43,Western European,Married,Husband and wife,Female,Single Family Residence,50.0,271426.0,2010.0,5.0
44,Western European,Married,Husband and wife,Female,Single Family Residence,68.0,167365.0,1983.0,16.0
45,Hispanic,Married,Husband and wife,Female,Single Family Residence,44.0,291327.0,1994.0,16.0
46,Western European,Separated,Company/Corporation/Incorporated,Female,Single Family Residence,69.0,204900.0,1981.0,13.0
47,Western European,Married,Husband and wife,Female,Single Family Residence,88.0,213498.0,1991.0,5.0
48,Western European,Married,Husband and wife,Female,Single Family Residence,88.0,213498.0,1991.0,5.0
49,Western European,Single,Single / Unmarried,Female,Single Family Residence,67.0,150524.0,1981.0,6.0
50,Western European,Married,Single / Unmarried,Female,Single Family Residence,56.0,177031.0,1957.0,12.0
51,Mediterranean,Married,Husband and wife,Male,Single Family Residence,57.0,1533964.0,2002.0,14.0
52,Western European,Married,Unknown or not provided,Female,Single Family Residence,69.0,239447.0,1984.0,0.0
53,Western European,Married,Husband and wife,Female,Single Family Residence,81.0,201262.0,1977.0,12.0
54,Western European,Married,Unknown or not provided,Male,Single Family Residence,60.0,227368.0,1926.0,23.0
55,Hispanic,Single,Single Woman,Female,Condominium,50.0,76329.0,1995.0,16.0
56,Mediterranean,Single,Unknown or not provided,Female,Condominium,82.0,69741.0,1986.0,16.0
57,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,63.0,266198.0,2006.0,9.0
58,Hispanic,Separated,Husband and wife,Female,Single Family Residence,54.0,453341.0,1995.0,1.0
59,Western European,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,37.0,229549.0,1981.0,9.0
60,Western European,Married,Husband and wife,Female,Single Family Residence,49.0,175344.0,1983.0,16.0
61,Mediterranean,Married,Unknown or not provided,Female,Condominium,75.0,91623.0,1983.0,16.0
62,Western European,Unknown,Trustee,Male,Single Family Residence,72.0,749978.0,1983.0,8.0
63,Western European,Married,Husband and wife,Female,Single Family Residence,42.0,262296.0,1963.0,13.0
64,Central & Southwest Asian,Single,Unknown or not provided,Female,Single Family Residence,41.0,654950.0,1989.0,6.0
65,Central & Southwest Asian,Single,Unknown or not provided,Female,Single Family Residence,41.0,654950.0,1989.0,6.0
66,Unknown,Unknown,Trust,Unknown,Single Family Residence,54.78437322207472,411790.0,1999.0,1.0
67,Western European,Married,Unknown or not provided,Female,Condominium,63.0,446904.0,2002.0,13.0
68,Western European,Married,Single Man,Male,Single Family Residence,59.0,144811.0,1913.0,24.0
69,Eastern European,Single,Single / Unmarried,Female,Condominium,37.0,212114.0,1993.0,23.0
70,Mediterranean,Unknown,Husband and wife,Female,Condominium,54.78437322207472,373997.0,1992.0,23.0
71,Western European,Married,Personal Trust,Female,Condominium,82.0,1156841.0,2002.0,11.699925539836187
72,Western European,Married,Personal Trust,Female,Condominium,82.0,1156841.0,2002.0,11.699925539836187
73,Western European,Unknown,Unknown or not provided,Male,Condominium,54.78437322207472,192842.0,1998.0,11.699925539836187
74,Hispanic,Separated,Unknown or not provided,Male,Condominium,69.0,248101.0,1987.0,11.699925539836187
75,Western European,Married,Unknown or not provided,Male,Condominium,34.0,212350.0,2007.0,11.699925539836187
76,Mediterranean,Single,Single Man,Male,Condominium,40.0,196710.0,1991.0,23.0
77,East Asian,Unknown,Unknown or not provided,Male,Condominium,40.0,437750.0,2000.0,15.0
78,East Asian,Unknown,Unknown or not provided,Male,Condominium,40.0,437750.0,2000.0,15.0
79,Western European,Married,Unknown or not provided,Female,Single Family Residence,68.0,326273.0,1992.0,10.0
80,African American,Separated,Unknown or not provided,Female,Condominium,62.0,212634.0,2005.0,11.699925539836187
81,African American,Separated,Unknown or not provided,Female,Condominium,62.0,212634.0,2005.0,11.699925539836187
82,African American,Separated,Unknown or not provided,Female,Condominium,62.0,212634.0,2005.0,11.699925539836187
83,Hispanic,Married,Unknown or not provided,Female,Single Family Residence,57.0,483088.0,1989.0,16.0
84,Western European,Married,Husband and wife,Female,Single Family Residence,55.0,1156297.0,2001.0,15.0
85,Western European,Married,Single / Unmarried,Female,Condominium,52.0,226925.0,1991.0,24.0
86,Western European,Married,Unknown or not provided,Female,Condominium,60.0,509816.0,2001.0,14.0
87,Western European,Single,Single Woman,Female,Condominium,38.0,170651.0,1998.0,11.699925539836187
88,Western European,Single,Unknown or not provided,Female,Condominium,109.0,540174.0,2000.0,15.0
89,Native American,Married,Unknown or not provided,Female,Condominium,57.0,200112.0,2005.0,11.699925539836187
90,Native American,Married,Unknown or not provided,Female,Condominium,57.0,200112.0,2005.0,11.699925539836187
91,Eastern European,Unknown,Single Woman,Female,Condominium,50.0,163328.0,2005.0,11.699925539836187
92,Western European,Married,Unknown or not provided,Female,Single Family Residence,55.0,118820.0,1924.0,15.0
93,Eastern European,Unknown,Unknown or not provided,Male,Condominium,54.78437322207472,236113.0,1991.0,23.0
94,Western European,Single,Unknown or not provided,Male,Condominium,51.0,384542.0,2006.0,11.699925539836187
95,Hispanic,Unknown,Unknown or not provided,Male,Single Family Residence,33.0,437458.0,1996.0,16.0
96,Western European,Married,Husband and wife,Male,Single Family Residence,61.0,325764.0,1972.0,14.0
97,Jewish,Married,Unknown or not provided,Male,Single Family Residence,66.0,354642.0,1979.0,12.0
98,Hispanic,Married,Tenants in Common,Female,Single Family Residence,97.0,138595.0,1949.0,1.0
99,Western European,Single,Unknown or not provided,Female,Single Family Residence,37.0,384224.0,1989.0,23.0
100,Western European,Married,Unknown or not provided,Female,Single Family Residence,63.0,190670.0,1941.0,20.0
101,Western European,Married,Unknown or not provided,Female,Single Family Residence,63.0,190670.0,1941.0,20.0
102,Western European,Unknown,Husband and wife,Female,Single Family Residence,47.0,691615.0,1922.0,4.0
103,Western European,Unknown,Husband and wife,Female,Single Family Residence,47.0,691615.0,1922.0,4.0
104,Hispanic,Separated,Unknown or not provided,Female,Condominium,47.0,133722.0,2000.0,15.0
105,Western European,Married,Husband and wife,Female,Single Family Residence,66.0,1070179.0,1936.0,1.0
106,Western European,Married,Unknown or not provided,Female,Single Family Residence,72.0,265473.0,2002.0,5.0
107,Unknown,Unknown,Husband and wife,Unknown,Condominium,54.78437322207472,259238.0,1973.0,11.699925539836187
108,Unknown,Unknown,Husband and wife,Unknown,Condominium,54.78437322207472,259238.0,1973.0,11.699925539836187
109,Western European,Married,Husband and wife,Female,Single Family Residence,55.0,210537.0,2001.0,14.0
110,Hispanic,Separated,Husband and wife,Female,Single Family Residence,56.0,925010.0,2003.0,7.0
111,Other,Married,Unknown or not provided,Male,Single Family Residence,49.0,1530800.0,1925.0,8.0
112,Western European,Unknown,Husband and wife,Male,Single Family Residence,40.0,876954.0,1991.0,10.0
113,Western European,Single,Unknown or not provided,Female,Single Family Residence,58.0,508853.0,2001.0,14.0
114,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,54.78437322207472,526295.0,2005.0,11.699925539836187
115,Western European,Married,Trustee,Female,Single Family Residence,57.0,504861.0,1955.0,0.0
116,Western European,Married,Husband and wife,Male,Condominium,79.0,223120.0,1926.0,11.699925539836187
117,Jewish,Single,Unmarried Man,Female,Single Family Residence,59.0,106473.0,1960.0,24.0
118,Western European,Single,Unmarried Man,Male,Single Family Residence,56.0,116527.0,1953.0,23.0
119,Western European,Married,Unknown or not provided,Female,Single Family Residence,69.0,382071.0,1964.0,14.0
120,Western European,Married,Unknown or not provided,Female,Single Family Residence,69.0,382071.0,1964.0,14.0
121,Western European,Married,Husband and wife,Female,Single Family Residence,60.0,416467.0,1950.0,8.0
122,Western European,Single,Unmarried Man,Female,Single Family Residence,53.0,766453.0,1907.0,23.0
123,Western European,Single,Unmarried Man,Female,Single Family Residence,53.0,766453.0,1907.0,23.0
124,Western European,Single,Unmarried Man,Female,Single Family Residence,53.0,766453.0,1907.0,23.0
125,Western European,Single,Unmarried Man,Female,Single Family Residence,53.0,766453.0,1907.0,23.0
126,Western European,Single,Single / Unmarried,Female,Single Family Residence,36.0,271887.0,1957.0,23.0
127,Western European,Separated,Husband and wife,Male,Single Family Residence,63.0,653613.0,1922.0,3.0
128,Western European,Separated,Husband and wife,Male,Single Family Residence,63.0,653613.0,1922.0,3.0
129,Western European,Married,Husband and wife,Female,Single Family Residence,49.0,434526.0,1964.0,16.0
130,Western European,Married,Unknown or not provided,Male,Single Family Residence,64.0,597431.0,1940.0,7.0
131,Western European,Married,Unknown or not provided,Female,Single Family Residence,74.0,752400.0,1990.0,1.0
132,Western European,Single,Married Woman,Female,Single Family Residence,51.0,423227.0,1959.0,0.0
133,Western European,Unknown,Husband and wife,Female,Single Family Residence,65.0,1518290.0,1939.0,1.0
134,Western European,Unknown,Husband and wife,Female,Single Family Residence,65.0,1518290.0,1939.0,1.0
135,Western European,Married,Unknown or not provided,Female,Single Family Residence,62.0,1988296.0,1992.0,23.0
136,Mediterranean,Separated,Unmarried Man,Female,Single Family Residence,46.0,707436.0,1926.0,24.0
137,Mediterranean,Separated,Unmarried Man,Female,Single Family Residence,46.0,707436.0,1926.0,24.0
138,Mediterranean,Married,Revocable Trust,Female,Condominium,44.0,281567.0,1981.0,2.0
139,Western European,Single,Unmarried Man,Male,Single Family Residence,54.0,119314.0,1956.0,14.0
140,Western European,Married,Husband and wife,Female,Single Family Residence,46.0,681738.0,1957.0,0.0
141,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,54.78437322207472,190737.0,2014.0,2.0
142,Western European,Married,Husband and wife,Female,Single Family Residence,53.0,260567.0,1984.0,7.0
143,Western European,Married,Husband and wife,Female,Single Family Residence,53.0,260567.0,1984.0,7.0
144,Western European,Single,Unknown or not provided,Female,Single Family Residence,23.0,579856.0,1976.0,1.0
145,Western European,Single,Undivided Interest,Female,Condominium,73.0,282660.0,1985.0,23.0
146,Western European,Single,Undivided Interest,Female,Condominium,73.0,282660.0,1985.0,23.0
147,Western European,Single,Undivided Interest,Female,Condominium,73.0,282660.0,1985.0,23.0
148,Western European,Married,Husband and wife,Female,Single Family Residence,74.0,973175.0,1989.0,23.0
149,Western European,Married,Husband and wife,Female,Single Family Residence,74.0,973175.0,1989.0,23.0
150,Western European,Married,Husband and wife,Female,Single Family Residence,74.0,973175.0,1989.0,23.0
151,Eastern European,Separated,Unknown or not provided,Male,Single Family Residence,58.0,1575174.0,1925.0,4.0
152,Western European,Married,Unknown or not provided,Female,Single Family Residence,51.0,459505.0,1911.0,12.0
153,Other,Unknown,Trustee,Female,Condominium,58.0,273209.0,1982.0,11.699925539836187
154,Western European,Married,Husband and wife,Male,Single Family Residence,56.0,1318599.0,1926.0,9.0
155,Western European,Married,Husband and wife,Male,Single Family Residence,56.0,1318599.0,1926.0,9.0
156,Hispanic,Married,Unknown or not provided,Female,Single Family Residence,64.0,903530.0,1994.0,17.0
157,Western European,Separated,Married Man,Male,Single Family Residence,69.0,3401954.0,2005.0,10.0
158,Western European,Married,Unknown or not provided,Male,Single Family Residence,61.0,583137.0,2002.0,14.0
159,Hispanic,Separated,Unknown or not provided,Female,Single Family Residence,59.0,178233.0,1989.0,16.0
160,Western European,Single,Unmarried Man,Female,Single Family Residence,48.0,418962.0,1962.0,0.0
161,Western European,Single,Unmarried Man,Female,Single Family Residence,48.0,418962.0,1962.0,0.0
162,Western European,Married,Husband and wife,Female,Condominium,80.0,980154.0,2007.0,11.699925539836187
163,Western European,Married,Husband and wife,Female,Condominium,80.0,980154.0,2007.0,11.699925539836187
164,Western European,Married,Unknown or not provided,Female,Single Family Residence,76.0,338948.0,1950.0,23.0
165,Western European,Unknown,Husband and wife,Male,Single Family Residence,73.0,211316.0,2002.0,13.0
166,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,54.78437322207472,326917.0,1984.0,11.699925539836187
167,Hispanic,Married,Unmarried Man,Male,Single Family Residence,97.0,1355263.0,2004.0,11.0
168,Western European,Married,Husband and wife,Male,Condominium,69.0,970912.0,2001.0,11.699925539836187
169,Western European,Married,Unknown or not provided,Female,Single Family Residence,54.0,304136.0,1994.0,2.0
170,Hispanic,Married,Husband and wife,Female,Single Family Residence,47.0,654083.0,2007.0,8.0
171,Hispanic,Single,Joint Tenant/Joint Tenant with right of Survivorship,Female,Single Family Residence,57.0,255036.0,1997.0,6.0
172,Western European,Married,Husband and wife,Female,Single Family Residence,61.0,1257561.0,2007.0,8.0
173,Western European,Married,Tenant By Entirety,Female,Single Family Residence,52.0,588177.0,2008.0,8.0
174,Western European,Married,Husband and wife,Male,Single Family Residence,55.0,643088.0,1995.0,0.0
175,Western European,Unknown,Husband and wife,Female,Single Family Residence,41.0,276520.0,2009.0,6.0
176,Central & Southwest Asian,Unknown,Husband and wife,Female,Single Family Residence,47.0,459372.0,1955.0,17.0
177,Central & Southwest Asian,Unknown,Husband and wife,Female,Single Family Residence,47.0,459372.0,1955.0,17.0
178,Western European,Married,Husband and wife,Female,Single Family Residence,43.0,316306.0,1950.0,23.0
179,Western European,Married,Husband and wife,Female,Single Family Residence,43.0,316306.0,1950.0,23.0
180,Western European,Married,Husband and wife,Female,Single Family Residence,43.0,316306.0,1950.0,23.0
181,Western European,Married,Husband and wife,Female,Single Family Residence,43.0,316306.0,1950.0,23.0
182,Unknown,Unknown,Single / Unmarried,Unknown,Condominium,54.78437322207472,220743.0,1985.0,23.0
183,Western European,Married,Married,Female,Single Family Residence,72.0,1064061.0,1999.0,16.0
184,Western European,Married,Husband and wife,Female,Single Family Residence,63.0,421520.0,1951.0,17.0
185,Western European,Married,Husband and wife,Female,Single Family Residence,63.0,421520.0,1951.0,17.0
186,Western European,Married,Trustee,Female,Condominium,56.0,263807.0,2000.0,15.0
187,Western European,Married,Single / Unmarried,Female,Condominium,64.0,815772.0,2006.0,9.0
188,Jewish,Married,Husband and wife,Female,Single Family Residence,74.0,310266.0,1955.0,23.0
189,Jewish,Married,Husband and wife,Female,Single Family Residence,74.0,310266.0,1955.0,23.0
190,Jewish,Married,Husband and wife,Female,Single Family Residence,74.0,310266.0,1955.0,23.0
191,Jewish,Married,Husband and wife,Female,Single Family Residence,74.0,310266.0,1955.0,23.0
192,Eastern European,Unknown,Unknown or not provided,Male,Single Family Residence,37.0,277305.0,1951.0,5.0
193,Mediterranean,Married,Husband and wife,Female,Single Family Residence,49.0,812197.0,2008.0,7.0
194,Unknown,Unknown,Trustee,Unknown,Condominium,54.78437322207472,388164.0,1984.0,11.699925539836187
195,Western European,Married,Husband and wife,Female,Single Family Residence,66.0,860157.0,1925.0,24.0
196,Western European,Married,Husband and wife,Female,Single Family Residence,44.0,1178342.0,2009.0,6.0
197,Middle Eastern,Married,Unknown or not provided,Female,Single Family Residence,85.0,1057312.0,1951.0,3.0
198,Middle Eastern,Married,Unknown or not provided,Female,Single Family Residence,85.0,1057312.0,1951.0,3.0
199,Western European,Married,Unknown or not provided,Female,Single Family Residence,90.0,925034.0,1960.0,23.0
200,Western European,Married,Unknown or not provided,Female,Single Family Residence,90.0,925034.0,1960.0,23.0
201,Western European,Married,Unknown or not provided,Male,Condominium,77.0,217470.0,1974.0,11.699925539836187
202,Western European,Married,Unknown or not provided,Female,Single Family Residence,82.0,2221499.0,1975.0,23.0
203,Mediterranean,Married,Husband and wife,Female,Single Family Residence,51.0,302005.0,1992.0,6.0
204,Western European,Married,Husband and wife,Female,Single Family Residence,57.0,401472.0,1962.0,0.0
205,Western European,Separated,Husband and wife,Female,Single Family Residence,84.0,739143.0,1949.0,0.0
206,Hispanic,Married,Husband and wife,Female,Single Family Residence,56.0,2772311.0,2000.0,15.0
207,Western European,Single,Unknown or not provided,Female,Single Family Residence,64.0,280249.0,1989.0,8.0
208,Western European,Unknown,Trustee,Female,Single Family Residence,60.0,424468.0,1954.0,4.0
209,Western European,Married,Single / Unmarried,Female,Single Family Residence,51.0,325810.0,1985.0,10.0
210,Western European,Married,Unmarried Man,Female,Condominium,41.0,201132.0,1977.0,9.0
211,Western European,Separated,Husband and wife,Female,Single Family Residence,43.0,297670.0,1956.0,0.0
212,Eastern European,Single,Unknown or not provided,Male,Single Family Residence,51.0,132608.0,1997.0,19.0
213,Western European,Married,Husband and wife,Female,Single Family Residence,61.0,304579.0,1989.0,24.0
214,Western European,Single,Single Woman,Female,Single Family Residence,47.0,333046.0,1925.0,5.0
215,Western European,Single,Single Woman,Female,Single Family Residence,47.0,333046.0,1925.0,5.0
216,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,54.78437322207472,463880.0,1939.0,24.0
217,Western European,Married,Unknown or not provided,Male,Single Family Residence,45.0,1719900.0,1995.0,3.0
218,Other,Married,Unknown or not provided,Female,Condominium,103.0,765144.0,2006.0,11.699925539836187
219,Western European,Married,Husband and wife,Female,Single Family Residence,85.0,288276.0,1964.0,4.0
220,Jewish,Unknown,Trustee,Male,Condominium,54.78437322207472,165244.0,1993.0,22.0
221,Jewish,Married,Unknown or not provided,Male,Condominium,51.0,358403.0,2007.0,11.699925539836187
222,Jewish,Married,Unknown or not provided,Female,Condominium,29.0,217364.0,2009.0,11.699925539836187
223,Eastern European,Separated,Unknown or not provided,Male,Single Family Residence,58.0,1575174.0,1925.0,4.0
224,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,70.0,446802.0,1940.0,23.0
225,African American,Unknown,Unknown or not provided,Female,Condominium,66.0,166595.0,1890.0,11.699925539836187
226,Eastern European,Unknown,Unmarried Woman,Female,Single Family Residence,37.0,425546.0,1922.0,8.0
227,Western European,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,139442.0,1979.0,3.0
228,Western European,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,139442.0,1979.0,3.0
229,Western European,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,139442.0,1979.0,3.0
230,Western European,Married,Life Estate,Female,Single Family Residence,85.0,376154.0,1945.0,23.0
231,Western European,Married,Husband and wife,Female,Single Family Residence,39.0,351298.0,2007.0,8.0
232,Mediterranean,Married,Unknown or not provided,Male,Single Family Residence,53.0,969269.0,1998.0,18.0
233,Mediterranean,Married,Unknown or not provided,Male,Single Family Residence,53.0,969269.0,1998.0,18.0
234,Hispanic,Married,Husband and wife,Female,Single Family Residence,54.0,630755.0,1949.0,7.0
235,Unknown,Unknown,Single Man,Unknown,Single Family Residence,54.78437322207472,52070.0,1923.0,13.0
236,Western European,Married,Trustee,Male,Single Family Residence,78.0,633695.0,2003.0,12.0
237,Jewish,Married,Unknown or not provided,Female,Single Family Residence,66.0,137215.0,1956.0,17.0
238,Other,Single,Unknown or not provided,Female,Residential - Vacant Land,46.0,42436.0,2016.0,24.0
239,Unknown,Unknown,Single / Unmarried,Unknown,Single Family Residence,54.78437322207472,318373.0,1953.0,16.0
240,Western European,Single,Unknown or not provided,Male,Condominium,65.0,70229.0,1987.0,11.699925539836187
241,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,31.0,266716.0,2006.0,9.0
242,Eastern European,Married,Unknown or not provided,Female,Single Family Residence,61.0,240618.0,1992.0,10.0
243,Mediterranean,Married,Trustee,Female,Single Family Residence,48.0,275822.0,2003.0,13.0
244,Mediterranean,Married,Single / Unmarried,Female,Condominium,48.0,248547.0,2005.0,11.699925539836187
245,Western European,Married,Husband and wife,Female,Single Family Residence,43.0,116804.0,1964.0,1.0
246,Western European,Separated,Husband and wife,Female,Single Family Residence,61.0,172442.0,1994.0,1.0
247,Hispanic,Married,Unknown or not provided,Female,Single Family Residence,61.0,89810.0,1989.0,16.0
248,Hispanic,Single,Unknown or not provided,Male,Single Family Residence,44.0,312962.0,2011.0,4.0
249,Hispanic,Single,Unknown or not provided,Male,Single Family Residence,44.0,312962.0,2011.0,4.0
250,Unknown,Unknown,Trust,Unknown,Condominium,54.78437322207472,164477.0,1982.0,17.0
251,Mediterranean,Married,Unknown or not provided,Female,Single Family Residence,87.0,115478.0,1965.0,7.0
252,Western European,Married,Unknown or not provided,Female,"Multi-Family Dwellings (Generic, any combination)",61.0,38196700.0,2007.0,9.0
253,Western European,Married,Husband and wife,Female,Single Family Residence,37.0,59008.0,1958.0,11.0
254,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,135345.0,1962.0,16.0
255,Western European,Married,Husband and wife,Male,Single Family Residence,58.0,273930.0,1969.0,9.0
256,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),54.78437322207472,1839563.0,1984.0,4.0
257,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,54.78437322207472,71512.0,1986.0,14.0
258,Western European,Single,Unknown or not provided,Female,Single Family Residence,67.0,168515.0,1982.0,16.0
259,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,54.78437322207472,49271.0,1952.0,24.0
260,Western European,Unknown,Unknown or not provided,Male,Single Family Residence,54.78437322207472,49271.0,1952.0,24.0
261,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,161083.0,1980.0,13.0
262,Mediterranean,Unknown,Unknown or not provided,Male,Apartment house (5+ units),54.78437322207472,17000.0,1983.0,16.0
263,African American,Married,Husband and wife,Male,Condominium,51.0,189473.0,2010.0,1.0
264,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,83426.0,1985.0,0.0
265,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,72488.0,2005.0,10.0
266,African American,Married,Husband and wife,Female,Single Family Residence,66.0,56383.0,1957.0,8.0
267,Hispanic,Unknown,Unknown or not provided,Male,Single Family Residence,54.78437322207472,60754.0,1951.0,16.0
268,Western European,Married,Unknown or not provided,Male,Single Family Residence,46.0,196460.0,1978.0,11.0
269,African American,Single,Company/Corporation/Incorporated,Female,"Multi-Family Dwellings (Generic, any combination)",55.0,15601200.0,1973.0,9.0
270,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Single Family Residence,54.78437322207472,259184.0,1962.0,12.0
271,Western European,Unknown,Unknown or not provided,Female,Single Family Residence,56.0,179552.0,1984.0,16.0
272,Western European,Unknown,Unmarried Man,Male,Condominium,72.0,124493.0,1984.0,16.0
273,East Asian,Single,Unknown or not provided,Male,Single Family Residence,56.0,131696.0,1987.0,16.0
274,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,275824.0,1998.0,1.0
275,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,138694.0,1985.0,5.0
276,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,138694.0,1985.0,5.0
277,Jewish,Married,Unknown or not provided,Male,Single Family Residence,36.0,219699.0,1985.0,17.0
278,Western European,Single,Unknown or not provided,Female,Single Family Residence,53.0,738750.0,2007.0,8.0
279,Eastern European,Unknown,Unknown or not provided,Male,"Multi-Family Dwellings (Generic, any combination)",34.0,3389300.0,1969.0,2.0
280,Western European,Married,Unknown or not provided,Male,Single Family Residence,29.0,194772.0,2002.0,13.0
281,Western European,Unknown,Unknown or not provided,Female,Condominium,54.78437322207472,55797.0,1982.0,13.0
282,Hispanic,Single,Unknown or not provided,Female,Single Family Residence,61.0,132802.0,1986.0,0.0
283,Western European,Married,Unknown or not provided,Male,Single Family Residence,62.0,245909.0,2003.0,12.0
284,Middle Eastern,Single,Unknown or not provided,Female,Condominium,66.0,111391.0,1998.0,1.0
285,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,97520.0,1983.0,17.0
286,Unknown,Unknown,Unknown or not provided,Unknown,Single Family Residence,54.78437322207472,97520.0,1983.0,17.0
287,Western European,Married,Husband and wife,Male,Single Family Residence,65.0,207056.0,2005.0,10.0
288,Western European,Married,Single Woman,Female,Condominium,51.0,122319.0,1983.0,17.0
