,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
1581,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),60.148464163822524,2731000.0,1910.0,27.0
1582,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1169000.0,1939.2222222222222,23.55586592178771
1583,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,920000.0,1939.2222222222222,23.55586592178771
1584,Mediterranean,Unknown,Company/Corporation/Incorporated,Female,Condominium,60.148464163822524,166146.0,1986.0,23.55586592178771
1585,Other,Single,Unknown or not provided,Female,"Duplex (2 units, any combination)",23.0,11321000.0,1900.0,27.0
1586,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1675000.0,1939.2222222222222,23.55586592178771
1587,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1290000.0,1939.2222222222222,23.55586592178771
1588,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,767000.0,1939.2222222222222,23.55586592178771
1589,Unknown,Unknown,Trust,Unknown,Cooperative,60.148464163822524,1952000.0,1939.2222222222222,23.55586592178771
1590,Unknown,Unknown,Trust,Unknown,Cooperative,60.148464163822524,1952000.0,1939.2222222222222,23.55586592178771
1591,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1347000.0,1939.2222222222222,23.55586592178771
1592,Other,Single,Revocable Trust,Female,Condominium,48.0,196323.0,1939.2222222222222,23.55586592178771
1593,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,2465000.0,1939.2222222222222,23.55586592178771
1594,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1289000.0,1939.2222222222222,23.55586592178771
1595,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,2643000.0,1939.2222222222222,23.55586592178771
1596,Other,Married,Unknown or not provided,Female,Cooperative,72.0,2105000.0,1939.2222222222222,23.55586592178771
1597,Western European,Married,Unknown or not provided,Female,Cooperative,47.0,3190000.0,1920.0,27.0
1598,Jewish,Single,Unknown or not provided,Male,Cooperative,21.0,1760000.0,1939.2222222222222,23.55586592178771
1599,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,2299000.0,1900.0,27.0
1600,Eastern European,Married,Unknown or not provided,Male,Condominium,66.0,333737.0,1924.0,23.55586592178771
1601,Jewish,Married,Unknown or not provided,Female,Cooperative,62.0,2289000.0,1939.2222222222222,23.55586592178771
1602,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,2561000.0,1900.0,26.0
1603,Other,Single,Unknown or not provided,Female,Condominium,68.0,189424.0,1912.0,23.55586592178771
1604,Western European,Unknown,Unknown or not provided,Male,Cooperative,60.148464163822524,1946000.0,1939.2222222222222,23.55586592178771
1605,Other,Single,Unknown or not provided,Female,Condominium,68.0,241322.0,1939.2222222222222,23.55586592178771
1606,Western European,Single,Unknown or not provided,Male,Cooperative,93.0,1603000.0,1939.2222222222222,23.55586592178771
1607,Unknown,Unknown,Company/Corporation/Incorporated,Unknown,Apartment house (5+ units),60.148464163822524,17559000.0,1912.0,7.0
