,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
26217,Hispanic,Single,Trustee (Corporation),Male,"Duplex (2 units, any combination)",61.0,489000.0,1923.0,14.0
26218,Unknown,Unknown,Trust,Unknown,Apartment house (5+ units),58.477170903599294,575000.0,1923.0,20.0
26219,Western European,Unknown,Trust,Male,Apartment house (5+ units),30.0,714000.0,1960.0,20.0
26220,Hispanic,Unknown,Unknown or not provided,Female,Single Family Residence,58.477170903599294,353000.0,1938.0,22.0
26221,Hispanic,Married,Unmarried Woman,Female,Single Family Residence,45.0,411000.0,1940.0,22.0
26222,Hispanic,Single,Unknown or not provided,Male,"Triplex (3 units, any combination)",47.0,604000.0,1931.0,20.0
26223,Hispanic,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Quadplex (4 Units, Any Combination)",58.0,668000.0,1953.0,22.0
26224,Hispanic,Single,Married Woman,Female,"Quadplex (4 Units, Any Combination)",25.0,1054000.0,1928.0,20.0
26225,Unknown,Unknown,Separate Estate/Property,Unknown,"Duplex (2 units, any combination)",58.477170903599294,430000.0,1922.0,23.0
26226,Hispanic,Single,Tenants in Common,Female,"Triplex (3 units, any combination)",66.0,1026000.0,1910.0,8.0
26227,Hispanic,Married,Separate Estate/Property,Male,Single Family Residence,54.0,764000.0,1915.0,0.0
26228,Hispanic,Unknown,Joint Tenant/Joint Tenant with right of Survivorship,Male,"Duplex (2 units, any combination)",34.0,432000.0,1908.0,20.0
26229,Hispanic,Married,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,55.0,460000.0,1949.0,6.0
26230,Hispanic,Single,Joint Tenant/Joint Tenant with right of Survivorship,Male,Single Family Residence,46.0,402000.0,1922.0,7.0
26231,Unknown,Unknown,Personal Trust,Unknown,Apartment house (5+ units),58.477170903599294,300000.0,1961.0,21.0
26232,Mediterranean,Single,Joint Tenant/Joint Tenant with right of Survivorship,Male,"Triplex (3 units, any combination)",58.477170903599294,357000.0,1956.0,17.062327947336925
26233,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),58.477170903599294,1202000.0,1944.2155370730843,20.0
26234,Unknown,Unknown,Trustee,Unknown,Apartment house (5+ units),58.477170903599294,624000.0,1944.2155370730843,20.0
26235,Hispanic,Married,Joint Tenant/Joint Tenant with right of Survivorship,Female,"Duplex (2 units, any combination)",54.0,377000.0,1924.0,20.0
